order_id,order_date,customer_id,customer_name,city,product_id,product_name,brand,category,quantity,cost_price,selling_price,item_cost,item_revenue,loss,discount_percent,revenue,cost,profit,cost_price_imputed,selling_price_imputed,item_cost_total
533,2024-10-07,216,Morgan Berry,Fernandezstad,8,Tata Sports Product 8,Tata,Sports,2,2504.28,2960.14,5008.56,5920.28,4096.840000000001,0.0,82433.14,127385.0,-44951.86,0,0,10017.12
533,2024-10-07,216,Morgan Berry,Fernandezstad,92,Samsung Toys Product 92,Samsung,Toys,2,17397.27,24901.16,34794.54,49802.32,19786.760000000002,0.0,82433.14,127385.0,-44951.86,0,0,69589.08
198,2024-10-08,216,Morgan Berry,fernandezstad,47,Philips Electronics Product 47,Philips,Electronics,3,1935.71,2306.12,5807.13,6918.36,10503.029999999999,0.0,6918.36,17421.39,-10503.029999999999,0,0,17421.39
217,2024-10-11,216,Morgan Berry,Fernandezstad,142,LG Sports Product 142,LG,Sports,1,1120.11,1464.22,1120.11,1464.22,0.0,0.0,152372.0,312429.0,-160057.0,0,0,1120.11
217,2024-10-11,216,Morgan Berry,Fernandezstad,147,Nike Sports Product 147,Nike,Sports,2,18993.21,20958.62,37986.42,41917.24,34055.6,0.0,152372.0,312429.0,-160057.0,0,0,75972.84
386,2024-10-08,306,Ms. Cheryl Copeland,lake marystad,165,LG Beauty Product 165,LG,Beuty,2,26148.45,36330.18,52296.9,72660.36,31933.440000000002,0.0,171752.5,222600.14,-50847.640000000014,0,0,104593.8
376,2024-10-08,306,Ms. Cheryl Copeland,lake marystad,86,Adidas Grocery Product 86,Adidas,Grocey,1,29373.28,40321.72,29373.28,40321.72,0.0,0.0,40321.72,29373.28,10948.440000000002,0,0,29373.28
386,2024-10-08,306,Ms. Cheryl Copeland,LAKE MARYSTAD,44,Nike Electronics Product 44,Nike,Electronics,1,7823.43,10657.58,7823.43,10657.58,0.0,0.0,171752.5,222600.14,-50847.640000000014,0,0,7823.43
231,2024-10-14,306,Ms. Cheryl Copeland,Lake Marystad,167,Philips Electronics Product 167,Philips,Electronics,2,16714.99,23615.87,33429.98,47231.74,19628.22000000001,0.0,212028.06999999998,399192.52,-187164.45000000004,0,0,66859.96
231,2024-10-14,306,Ms. Cheryl Copeland,LAKE MARYSTAD,12,Puma Books Product 12, Puma ,Boks,2,17728.79,23555.19,35457.58,47110.38,23804.780000000006,0.0,212028.06999999998,399192.52,-187164.45000000004,0,0,70915.16
386,2024-10-08,306,Ms. Cheryl Copeland,lake marystad,173,Puma Sports Product 173, Puma ,Sports,1,16064.91,19498.7,16064.91,19498.7,0.0,0.0,171752.5,222600.14,-50847.640000000014,0,0,16064.91
386,2024-10-08,306,Ms. Cheryl Copeland,Lake Marystad,63,Apple Sports Product 63,Apple,Sports,2,16622.34,34467.93,47059.0,68935.86,25182.14,0.0,171752.5,222600.14,-50847.640000000014,1,0,94118.0
231,2024-10-14,306,Ms. Cheryl Copeland,Lake Marystad,153,Sony Home Appliances Product 153,Sony,Home Appliances,1,10615.84,12480.06,10615.84,12480.06,0.0,0.0,212028.06999999998,399192.52,-187164.45000000004,0,0,10615.84
231,2024-10-14,306,Ms. Cheryl Copeland,Lake Marystad,82,Apple Fashion Product 82,Apple,Fashion,3,27866.84,35068.63,83600.52,105205.88999999998,145595.67,0.0,212028.06999999998,399192.52,-187164.45000000004,0,0,250801.56
453,2024-10-13,164,Kristin Fisher,NotListed,165,LG Beauty Product 165, LG ,Beuty,2,26148.45,36330.18,52296.9,72660.36,31933.440000000002,0.0,188800.2,301513.93,-112713.72999999998,0,0,104593.8
812,2024-10-01,164,Kristin Fisher,LAKE STEPHANIE,28,Tata Toys Product 28,Tata,Toys,2,23307.95,30508.63,46615.9,61017.26,32214.54,0.0,129402.44,181390.71000000002,-51988.27000000002,0,0,93231.8
464,2024-10-06,164,Kristin Fisher,Lake Stephanie,93,Puma Home Appliances Product 93,Puma,Home Appliances,1,22651.82,24360.2,22651.82,24360.2,0.0,0.0,24360.2,22651.82,1708.380000000001,0,0,22651.82
420,2024-10-14,164,Kristin Fisher,Lake Stephanie,133,Apple Toys Product 133, Apple ,Toys,3,11986.84,14873.8,35960.52,44621.399999999994,63260.16,0.0,197208.08,416226.75,-219018.67,0,0,107881.56
420,2024-10-14,164,Kristin Fisher,Lake Stephanie,58,Dell Books Product 58,Dell,Boks,3,24384.35,31033.73,73153.05,93101.19,126357.96000000002,0.0,197208.08,416226.75,-219018.67,0,0,219459.15000000002
420,2024-10-14,164,Kristin Fisher,LAKE STEPHANIE,44,Nike Electronics Product 44, Nike ,Electronics,1,7823.43,10657.58,7823.43,10657.58,0.0,0.0,197208.08,416226.75,-219018.67,0,0,7823.43
453,2024-10-13,164,Kristin Fisher,Lake Stephanie,187,Samsung Sports Product 187, Samsung ,Sports,1,12776.1,16250.88,12776.1,16250.88,0.0,0.0,188800.2,301513.93,-112713.72999999998,0,0,12776.1
420,2024-10-14,164,Kristin Fisher,LAKE STEPHANIE,107,Adidas Grocery Product 107, Adidas ,Grocery,1,18918.33,25298.37,18918.33,25298.37,0.0,0.0,197208.08,416226.75,-219018.67,0,0,18918.33
812,2024-10-01,164,Kristin Fisher,Lake Stephanie,33,Adidas Fashion Product 33,Adidas,Fashion,2,4630.89,5470.71,9261.78,10941.42,7582.140000000001,0.0,129402.44,181390.71000000002,-51988.27000000002,0,0,18523.56
453,2024-10-13,164,Kristin Fisher,lake stephanie,97,Philips Beauty Product 97,Philips,Beuty,1,19382.58,16341.73,19382.58,16341.73,3040.850000000002,0.0,188800.2,301513.93,-112713.72999999998,0,1,19382.58
812,2024-10-01,164,Kristin Fisher,Lake Stephanie,199,Puma Electronics Product 199,Puma,Electronics,1,20211.75,24760.3,20211.75,24760.3,0.0,0.0,129402.44,181390.71000000002,-51988.27000000002,0,0,20211.75
420,2024-10-14,164,Kristin Fisher,LAKE STEPHANIE,84,Puma Electronics Product 84,Puma,Electronics,3,6904.92,7843.18,20714.76,23529.54,38614.74,0.0,197208.08,416226.75,-219018.67,0,0,62144.28
453,2024-10-13,164,Kristin Fisher,LAKE STEPHANIE,92,Samsung Toys Product 92, Samsung ,Toys,3,17397.27,24901.16,52191.81,74703.48,81871.95,0.0,188800.2,301513.93,-112713.72999999998,0,0,156575.43
812,2024-10-01,164,unknown,Lake Stephanie,36,Tata Beauty Product 36,Tata,Beuty,2,12355.9,16341.73,24711.8,32683.46,16740.14,0.0,129402.44,181390.71000000002,-51988.27000000002,0,0,49423.6
453,2024-10-13,164,Kristin Fisher,LAKE STEPHANIE,157,LG Toys Product 157,LG,Toys,1,8186.02,8843.75,8186.02,8843.75,0.0,0.0,188800.2,301513.93,-112713.72999999998,0,0,8186.02
496,2024-10-12,168,Alex Booth,INGRAMBERG,165,LG Beauty Product 165,LG,Beuty,3,26148.45,36330.18,78445.35,108990.54000000001,126345.51000000001,0.0,221703.07,411699.76,-189996.69,0,0,235336.05000000002
881,2024-10-08,168,Alex Booth,Ingramberg,112,Adidas Toys Product 112,Adidas,Toys,1,4780.13,5325.92,4780.13,5325.92,0.0,0.0,5325.92,4780.13,545.79,0,0,4780.13
61,2024-10-07,168,Alex Booth,INGRAMBERG,53,Dell Fashion Product 53, Dell ,Fashion,3,10939.05,25381.35,32817.15,76144.04999999999,22307.400000000023,0.0,316555.21,608774.66,-292219.45,0,1,98451.45000000001
61,2024-10-07,168,Alex Booth,Ingramberg,180,Dell Books Product 180,Dell,Boks,2,23562.46,32366.73,47124.92,64733.46,29516.379999999997,0.0,316555.21,608774.66,-292219.45,0,0,94249.84
496,2024-10-12,168,Alex Booth,INGRAMBERG,56,Puma Electronics Product 56,Puma,Electronics,2,18773.62,25830.2,37547.24,51660.4,23434.079999999994,0.0,221703.07,411699.76,-189996.69,0,0,75094.48
61,2024-10-07,168,Alex Booth,ingramberg,107,Adidas Grocery Product 107, Adidas ,Grocey,3,18918.33,25298.37,56754.99,75895.11,94369.86,0.0,316555.21,608774.66,-292219.45,0,0,170264.97
496,2024-10-12,168,Alex Booth,Ingramberg,122,Sony Sports Product 122, Sony ,Sports,2,21259.8,20958.62,42519.6,41917.24,43121.96,0.0,221703.07,411699.76,-189996.69,0,1,85039.2
496,2024-10-12,168,Alex Booth,INGRAMBERG,61,Nike Books Product 61,Nike,Boks,1,16346.94,19134.89,16230.03,19134.89,0.0,0.0,221703.07,411699.76,-189996.69,1,0,16230.03
61,2024-10-07,168,Alex Booth,Ingramberg,144,Philips Home Appliances Product 144,Philips,Home Appliances,3,26066.9,27757.73,78200.7,83273.19,151328.90999999997,0.0,316555.21,608774.66,-292219.45,0,0,234602.09999999998
61,2024-10-07,168,Alex Booth,Ingramberg,103,Adidas Fashion Product 103,Adidas,Fashion,1,11206.3,16509.4,11206.3,16509.4,0.0,0.0,316555.21,608774.66,-292219.45,0,0,11206.3
531,2024-10-12,360,Jeffrey Joyce,Christineburgh,165,LG Beauty Product 165,LG,Beuty,1,12657.39,36330.18,26148.45,36330.18,0.0,0.0,261388.63,476207.42,-214818.78999999998,1,0,26148.45
442,2024-10-03,360,Jeffrey Joyce,christineburgh,83,Apple Fashion Product 83,Apple,Fashion,3,20447.87,27303.19,61343.61,81909.56999999999,102121.26000000002,0.0,148052.38999999998,297744.55,-149692.16,0,0,184030.83000000002
527,2024-10-06,360,Jeffrey Joyce,CHRISTINEBURGH,166,Nike Grocery Product 166,Nike,Grocey,2,25771.76,29274.54,51543.52,58549.08,44537.95999999999,0.0,237034.55000000002,399818.02,-162783.47,0,0,103087.04
531,2024-10-12,360,Jeffrey Joyce,CHRISTINEBURGH,117,Tata Grocery Product 117,Tata,Grocey,3,10522.36,15670.13,31567.08,47010.39,47690.850000000006,0.0,261388.63,476207.42,-214818.78999999998,0,0,94701.24
527,2024-10-06,360,Jeffrey Joyce,CHRISTINEBURGH,106,Tata Books Product 106,Tata,Boks,1,27947.11,38403.55,27947.11,38403.55,0.0,0.0,237034.55000000002,399818.02,-162783.47,0,0,27947.11
442,2024-10-03,360,Jeffrey Joyce,CHRISTINEBURGH,46,LG Grocery Product 46,LG,Grocey,2,18724.03,16347.61,37448.06,32695.22,42200.899999999994,0.0,148052.38999999998,297744.55,-149692.16,0,1,74896.12
531,2024-10-12,360,Jeffrey Joyce,christineburgh,60,Nike Electronics Product 60,Nike,Electronics,3,26419.68,32067.53,79259.04,96202.59,141574.53,0.0,261388.63,476207.42,-214818.78999999998,0,0,237777.12
527,2024-10-06,360,Jeffrey Joyce,Christineburgh,22,Sony Home Appliances Product 22,Sony,Home Appliances,1,1682.44,2314.57,1682.44,2314.57,0.0,0.0,237034.55000000002,399818.02,-162783.47,0,0,1682.44
527,2024-10-06,360,Jeffrey Joyce,CHRISTINEBURGH,10,Philips Sports Product 10,Philips,Sports,2,16622.34,22404.78,33244.68,44809.56,21679.800000000003,0.0,237034.55000000002,399818.02,-162783.47,0,0,66489.36
442,2024-10-03,360,Jeffrey Joyce,christineburgh,101,Apple Fashion Product 101,Apple,Fashion,1,17222.2,20521.46,17222.2,20521.46,0.0,0.0,148052.38999999998,297744.55,-149692.16,0,0,17222.2
527,2024-10-06,360,Jeffrey Joyce,christineburgh,152,Dell Sports Product 152,Dell,Sports,3,22290.23,30985.93,66870.69,92957.79000000001,107654.28,-0.0,237034.55000000002,399818.02,-162783.47,0,0,200612.07
531,2024-10-12,360,Jeffrey Joyce,christineburgh,33,Adidas Fashion Product 33,Adidas,Fashion,1,4630.89,5470.71,4630.89,5470.71,0.0,0.0,261388.63,476207.42,-214818.78999999998,0,0,4630.89
442,2024-10-03,360,unknown,christineburgh,111,Nike Toys Product 111,Nike,Toys,2,5398.85,6463.07,10797.7,12926.14,8669.260000000002,0.0,148052.38999999998,297744.55,-149692.16,0,0,21595.4
531,2024-10-12,360,unknown,CHRISTINEBURGH,195,Tata Grocery Product 195,Tata,Grocey,2,28237.43,38187.38,56474.86,76374.76,36574.96000000001,0.0,261388.63,476207.42,-214818.78999999998,0,0,112949.72
548,2024-10-07,253,Holly Randolph,West Christine,165,LG Beauty Product 165,LG,Beuty,1,26148.45,36330.18,26148.45,36330.18,0.0,0.0,81872.08,102751.38,-20879.300000000003,0,0,26148.45
548,2024-10-07,253,Holly Randolph,WEST CHRISTINE,66,Adidas Beauty Product 66,Adidas,Beuty,1,6461.11,7389.87,6461.11,7389.87,0.0,0.0,81872.08,102751.38,-20879.300000000003,0,0,6461.11
548,2024-10-07,253,Holly Randolph,west christine,161,Apple Home Appliances Product 161, Apple ,Home Appliances,3,7086.43,10039.36,21259.29,30118.08,33659.79,0.0,81872.08,102751.38,-20879.300000000003,0,0,63777.87
548,2024-10-07,253,Holly Randolph,West Christine,74,Dell Books Product 74, Dell ,Boks,1,6363.95,8033.95,6363.95,8033.95,0.0,0.0,81872.08,102751.38,-20879.300000000003,0,0,6363.95
580,2024-10-12,453,Debra Diaz,carolyntown,165,LG Beauty Product 165,LG,Beuty,1,12657.39,36330.18,26148.45,36330.18,0.0,0.0,208135.69999999998,417430.88,-209295.18000000002,1,0,26148.45
580,2024-10-12,453,unknown,Carolyntown,160,Puma Sports Product 160, Puma ,Sports,3,26597.76,35759.6,79793.28,107278.79999999999,132101.04,0.0,208135.69999999998,417430.88,-209295.18000000002,0,0,239379.84
796,2024-10-14,453,Debra Diaz,carolyntown,20,Adidas Electronics Product 20, Adidas ,Electronics,2,29367.76,34534.8,58735.52,69069.6,48401.43999999999,0.0,91316.88,171555.09999999998,-80238.21999999997,0,0,117471.04
580,2024-10-12,453,Debra Diaz,Carolyntown,112,Adidas Toys Product 112,Adidas,Toys,1,4780.13,5325.92,4780.13,5325.92,0.0,0.0,208135.69999999998,417430.88,-209295.18000000002,0,0,4780.13
796,2024-10-14,453,Debra Diaz,NotListed,2,LG Fashion Product 2,LG,Fashion,3,20447.87,7415.76,18028.02,22247.28,31836.78,0.0,91316.88,171555.09999999998,-80238.21999999997,1,0,54084.06
580,2024-10-12,453,Debra Diaz,Carolyntown,9,Philips Books Product 9, Philips ,Boks,3,16346.94,19733.6,49040.82,59200.799999999996,87921.66,0.0,208135.69999999998,417430.88,-209295.18000000002,0,0,147122.46
592,2024-10-09,4,Andrew Andersen,South Mike,165,LG Beauty Product 165,LG,Beuty,3,26148.45,36330.18,78445.35,108990.54000000001,126345.51000000001,0.0,220651.57,448112.93000000005,-227461.36000000004,0,0,235336.05000000002
821,2024-10-11,4,Andrew Andersen,south mike,160,Puma Sports Product 160,Puma,Sports,1,26597.76,35759.6,26597.76,35759.6,0.0,0.0,108127.34,161258.86,-53131.51999999999,0,0,26597.76
821,2024-10-11,4,Andrew Andersen,SOUTH MIKE,173,Puma Sports Product 173, Puma ,Sports,2,16064.91,19498.7,32129.82,38997.4,25262.239999999998,0.0,108127.34,161258.86,-53131.51999999999,0,0,64259.64
592,2024-10-09,4,Andrew Andersen,south mike,50,LG Books Product 50,LG,Boks,3,7754.88,10690.83,23264.64,32072.489999999998,37721.43,0.0,220651.57,448112.93000000005,-227461.36000000004,0,0,69793.92
821,2024-10-11,4,Andrew Andersen,South Mike,98,Puma Sports Product 98,Puma,Sports,3,16622.34,8945.29,21612.27,26835.870000000003,38000.939999999995,0.0,108127.34,161258.86,-53131.51999999999,1,0,64836.81
592,2024-10-09,4,Andrew Andersen,SOUTH MIKE,181,Puma Electronics Product 181,Puma,Electronics,2,23565.74,21590.87,47131.48,43181.74,51081.22000000001,0.0,220651.57,448112.93000000005,-227461.36000000004,0,1,94262.96
592,2024-10-09,4,Andrew Andersen,SOUTH MIKE,42,Samsung Toys Product 42, Samsung ,Toys,2,6090.0,9101.7,12180.0,18203.4,6156.5999999999985,0.0,220651.57,448112.93000000005,-227461.36000000004,0,0,24360.0
821,2024-10-11,4,Andrew Andersen,SOUTH MIKE,127,Sony Beauty Product 127,Sony,Beuty,1,5564.65,6534.47,5564.65,6534.47,0.0,0.0,108127.34,161258.86,-53131.51999999999,0,0,5564.65
689,2024-10-10,160,Stephanie Shelton,Bethberg,165,LG Beauty Product 165,LG,Beuty,1,26148.45,36330.18,26148.45,36330.18,0.0,0.0,191529.13,352711.82,-161182.69,0,0,26148.45
689,2024-10-10,160,Stephanie Shelton,BETHBERG,16,Dell Toys Product 16,Dell,Toys,2,16781.75,10059.18,33563.5,20118.36,47008.64,0.0,191529.13,352711.82,-161182.69,0,1,67127.0
689,2024-10-10,160,Stephanie Shelton,Bethberg,135,Sony Electronics Product 135, Sony ,Electronics,3,21045.33,29377.27,63135.99,88131.81,101276.16,0.0,191529.13,352711.82,-161182.69,0,0,189407.97
333,2024-10-11,160,Stephanie Shelton,bethberg,140,Puma Grocery Product 140,Puma,Grocey,3,2810.74,3780.3,8432.22,11340.900000000001,13955.759999999995,-0.0,53780.12,99277.29999999999,-45497.179999999986,0,0,25296.659999999996
