order_id,order_date,customer_id,customer_name,city,product_id,product_name,brand,category,quantity,cost_price,selling_price,item_cost,item_revenue,loss,discount_percent,revenue,cost,profit
217,2024-10-11,216,Morgan Berry,Fernandezstad,142,LG Sports Product 142,LG,Sports,1,1120.11,1464.22,1120.11,1464.22,-344.11,0.0,152372.0,117551.88,34820.12
217,2024-10-11,216,Morgan Berry,Fernandezstad,147,Nike Sports Product 147,Nike,Sports,2,18993.21,20958.62,37986.42,41917.24,-3930.82,0.0,152372.0,117551.88,34820.12
386,2024-10-08,306,Ms. Cheryl Copeland,lake marystad,165,LG Beauty Product 165,LG,Beuty,2,26148.45,36330.18,52296.9,72660.36,-20363.46,0.0,171752.5,123244.24,48508.26
376,2024-10-08,306,Ms. Cheryl Copeland,lake marystad,86,Adidas Grocery Product 86,Adidas,Grocey,1,29373.28,40321.72,29373.28,40321.72,-10948.44,0.0,40321.72,29373.28,10948.44
386,2024-10-08,306,Ms. Cheryl Copeland,LAKE MARYSTAD,44,Nike Electronics Product 44,Nike,Electronics,1,7823.43,10657.58,7823.43,10657.58,-2834.15,0.0,171752.5,123244.24,48508.26
231,2024-10-14,306,Ms. Cheryl Copeland,Lake Marystad,167,Philips Electronics Product 167,Philips,,2,16714.99,23615.87,33429.98,47231.74,-13801.76,0.0,212028.07,163103.92,48924.15
231,2024-10-14,306,Ms. Cheryl Copeland,LAKE MARYSTAD,12,Puma Books Product 12, Puma ,Boks,2,17728.79,23555.19,35457.58,47110.38,-11652.8,0.0,212028.07,163103.92,48924.15
386,2024-10-08,306,Ms. Cheryl Copeland,lake marystad,173,Puma Sports Product 173, Puma ,Sports,1,16064.91,19498.7,16064.91,19498.7,-3433.79,0.0,171752.5,123244.24,48508.26
386,2024-10-08,306,Ms. Cheryl Copeland,Lake Marystad,63,Apple Sports Product 63,Apple,Sports,2,,34467.93,47059.0,68935.86,-21876.86,0.0,171752.5,123244.24,48508.26
231,2024-10-14,306,Ms. Cheryl Copeland,Lake Marystad,153,Sony Home Appliances Product 153,Sony,Home Appliances,1,10615.84,12480.06,10615.84,12480.06,-1864.22,0.0,212028.07,163103.92,48924.15
231,2024-10-14,306,Ms. Cheryl Copeland,Lake Marystad,82,Apple Fashion Product 82,Apple,Fashion,3,27866.84,35068.63,83600.52,105205.89,-21605.37,0.0,212028.07,163103.92,48924.15
453,2024-10-13,164,Kristin Fisher,nan,165,LG Beauty Product 165, LG ,Beuty,2,26148.45,36330.18,52296.9,72660.36,-20363.46,0.0,196063.89,144833.41,51230.48
812,2024-10-01,164,Kristin Fisher,LAKE STEPHANIE,28,Tata Toys Product 28,Tata,Toys,2,23307.95,30508.63,46615.9,61017.26,-14401.36,0.0,133573.54,100801.23,32772.31
464,2024-10-06,164,Kristin Fisher,Lake Stephanie,93,Puma Home Appliances Product 93,Puma,Home Appliances,1,22651.82,24360.2,22651.82,24360.2,-1708.38,0.0,24360.2,22651.82,1708.38
420,2024-10-14,164,Kristin Fisher,Lake Stephanie,133,Apple Toys Product 133, Apple ,Toys,3,11986.84,14873.8,35960.52,44621.4,-8660.88,0.0,197208.08,156570.09,40637.99
420,2024-10-14,164,Kristin Fisher,Lake Stephanie,58,Dell Books Product 58,Dell,Boks,3,24384.35,31033.73,73153.05,93101.19,-19948.14,0.0,197208.08,156570.09,40637.99
420,2024-10-14,164,Kristin Fisher,LAKE STEPHANIE,44,Nike Electronics Product 44, Nike ,Electronics,1,7823.43,10657.58,7823.43,10657.58,-2834.15,0.0,197208.08,156570.09,40637.99
453,2024-10-13,164,Kristin Fisher,Lake Stephanie,187,Samsung Sports Product 187, Samsung ,Sports,1,12776.1,16250.88,12776.1,16250.88,-3474.78,0.0,196063.89,144833.41,51230.48
420,2024-10-14,164,Kristin Fisher,LAKE STEPHANIE,107,Adidas Grocery Product 107, Adidas ,,1,18918.33,25298.37,18918.33,25298.37,-6380.04,0.0,197208.08,156570.09,40637.99
812,2024-10-01,164,Kristin Fisher,Lake Stephanie,33,Adidas Fashion Product 33,Adidas,Fashion,2,4630.89,5470.71,9261.78,10941.42,-1679.64,0.0,133573.54,100801.23,32772.31
453,2024-10-13,164,Kristin Fisher,lake stephanie,97,Philips Beauty Product 97,Philips,Beuty,1,19382.58,,19382.58,23605.42,-4222.84,0.0,196063.89,144833.41,51230.48
812,2024-10-01,164,Kristin Fisher,Lake Stephanie,199,Puma Electronics Product 199,Puma,Electronics,1,20211.75,24760.3,20211.75,24760.3,-4548.55,0.0,133573.54,100801.23,32772.31
420,2024-10-14,164,Kristin Fisher,LAKE STEPHANIE,84,Puma Electronics Product 84,Puma,Electronics,3,6904.92,7843.18,20714.76,23529.54,-2814.78,0.0,197208.08,156570.09,40637.99
453,2024-10-13,164,Kristin Fisher,LAKE STEPHANIE,92,Samsung Toys Product 92, Samsung ,Toys,3,17397.27,24901.16,52191.81,74703.48,-22511.67,0.0,196063.89,144833.41,51230.48
812,2024-10-01,164,,Lake Stephanie,36,Tata Beauty Product 36,Tata,Beuty,2,12355.9,unknown,24711.8,36854.56,-12142.76,0.0,133573.54,100801.23,32772.31
453,2024-10-13,164,Kristin Fisher,LAKE STEPHANIE,157,LG Toys Product 157,LG,Toys,1,8186.02,8843.75,8186.02,8843.75,-657.73,0.0,196063.89,144833.41,51230.48
496,2024-10-12,168,Alex Booth,INGRAMBERG,165,LG Beauty Product 165,LG,Beuty,3,26148.45,36330.18,78445.35,108990.54,-30545.19,0.0,231348.99,174742.22,56606.77
881,2024-10-08,168,Alex Booth,Ingramberg,112,Adidas Toys Product 112,Adidas,Toys,1,4780.13,5325.92,4780.13,5325.92,-545.79,0.0,5325.92,4780.13,545.79
61,2024-10-07,168,Alex Booth,INGRAMBERG,53,Dell Fashion Product 53, Dell ,Fashion,3,10939.05,,32817.15,35382.75,-2565.6,0.0,275793.91,226104.06,49689.85
61,2024-10-07,168,Alex Booth,Ingramberg,180,Dell Books Product 180,Dell,Boks,2,23562.46,32366.73,47124.92,64733.46,-17608.54,0.0,275793.91,226104.06,49689.85
496,2024-10-12,168,Alex Booth,INGRAMBERG,56,Puma Electronics Product 56,Puma,,2,18773.62,25830.2,37547.24,51660.4,-14113.16,0.0,231348.99,174742.22,56606.77
61,2024-10-07,168,Alex Booth,ingramberg,107,Adidas Grocery Product 107, Adidas ,Grocey,3,18918.33,25298.37,56754.99,75895.11,-19140.12,0.0,275793.91,226104.06,49689.85
496,2024-10-12,168,Alex Booth,Ingramberg,122,Sony Sports Product 122, Sony ,Sports,2,21259.8,,42519.6,51563.16,-9043.56,0.0,231348.99,174742.22,56606.77
496,2024-10-12,168,Alex Booth,INGRAMBERG,61,Nike Books Product 61,Nike,Boks,1,,19134.89,16230.03,19134.89,-2904.86,0.0,231348.99,174742.22,56606.77
61,2024-10-07,168,Alex Booth,Ingramberg,144,Philips Home Appliances Product 144,Philips,Home Appliances,3,26066.9,27757.73,78200.7,83273.19,-5072.49,0.0,275793.91,226104.06,49689.85
61,2024-10-07,168,Alex Booth,Ingramberg,103,Adidas Fashion Product 103,Adidas,Fashion,1,11206.3,16509.4,11206.3,16509.4,-5303.1,0.0,275793.91,226104.06,49689.85
531,2024-10-12,360,Jeffrey Joyce,Christineburgh,165,LG Beauty Product 165,LG,Beuty,1,,36330.18,26148.45,36330.18,-10181.73,0.0,261388.63,198080.32,63308.31
442,2024-10-03,360,Jeffrey Joyce,christineburgh,83,Apple Fashion Product 83,nan,Fashion,3,20447.87,27303.19,61343.61,81909.57,-20565.96,0.0,169239.39,126811.57,42427.82
527,2024-10-06,360,Jeffrey Joyce,CHRISTINEBURGH,166,Nike Grocery Product 166,Nike,Grocey,2,25771.76,29274.54,51543.52,58549.08,-7005.56,0.0,237034.55,181288.44,55746.11
531,2024-10-12,360,Jeffrey Joyce,CHRISTINEBURGH,117,Tata Grocery Product 117,nan,Grocey,3,10522.36,15670.13,31567.08,47010.39,-15443.31,0.0,261388.63,198080.32,63308.31
527,2024-10-06,360,Jeffrey Joyce,CHRISTINEBURGH,106,Tata Books Product 106,Tata,Boks,1,27947.11,38403.55,27947.11,38403.55,-10456.44,0.0,237034.55,181288.44,55746.11
442,2024-10-03,360,Jeffrey Joyce,CHRISTINEBURGH,46,LG Grocery Product 46,LG,Grocey,2,18724.03,,37448.06,53882.22,-16434.16,0.0,169239.39,126811.57,42427.82
531,2024-10-12,360,Jeffrey Joyce,christineburgh,60,Nike Electronics Product 60,Nike,Electronics,3,26419.68,32067.53,79259.04,96202.59,-16943.55,0.0,261388.63,198080.32,63308.31
527,2024-10-06,360,Jeffrey Joyce,Christineburgh,22,Sony Home Appliances Product 22,Sony,Home Appliances,1,1682.44,2314.57,1682.44,2314.57,-632.13,0.0,237034.55,181288.44,55746.11
527,2024-10-06,360,Jeffrey Joyce,CHRISTINEBURGH,10,Philips Sports Product 10,Philips,Sports,2,16622.34,22404.78,33244.68,44809.56,-11564.88,0.0,237034.55,181288.44,55746.11
442,2024-10-03,360,Jeffrey Joyce,christineburgh,101,Apple Fashion Product 101,Apple,Fashion,1,17222.2,20521.46,17222.2,20521.46,-3299.26,0.0,169239.39,126811.57,42427.82
527,2024-10-06,360,Jeffrey Joyce,christineburgh,152,Dell Sports Product 152,Dell,Sports,3,22290.23,30985.93,66870.69,92957.79,-26087.1,-0.0,237034.55,181288.44,55746.11
531,2024-10-12,360,Jeffrey Joyce,christineburgh,33,Adidas Fashion Product 33,Adidas,Fashion,1,4630.89,5470.71,4630.89,5470.71,-839.82,0.0,261388.63,198080.32,63308.31
442,2024-10-03,360,,christineburgh,111,Nike Toys Product 111,Nike,Toys,2,5398.85,6463.07,10797.7,12926.14,-2128.44,0.0,169239.39,126811.57,42427.82
531,2024-10-12,360,,CHRISTINEBURGH,195,Tata Grocery Product 195,Tata,Grocey,2,28237.43,38187.38,56474.86,76374.76,-19899.9,0.0,261388.63,198080.32,63308.31
548,2024-10-07,253,Holly Randolph,West Christine,165,LG Beauty Product 165,LG,Beuty,1,26148.45,36330.18,26148.45,36330.18,-10181.73,0.0,81872.08,60232.8,21639.28
548,2024-10-07,253,Holly Randolph,WEST CHRISTINE,66,Adidas Beauty Product 66,Adidas,Beuty,1,6461.11,7389.87,6461.11,7389.87,-928.76,0.0,81872.08,60232.8,21639.28
548,2024-10-07,253,Holly Randolph,west christine,161,Apple Home Appliances Product 161, Apple ,Home Appliances,3,7086.43,10039.36,21259.29,30118.08,-8858.79,0.0,81872.08,60232.8,21639.28
548,2024-10-07,253,Holly Randolph,West Christine,74,Dell Books Product 74, Dell ,Boks,1,6363.95,8033.95,6363.95,8033.95,-1670.0,0.0,81872.08,60232.8,21639.28
580,2024-10-12,453,Debra Diaz,carolyntown,165,LG Beauty Product 165,LG,Beuty,1,,36330.18,26148.45,36330.18,-10181.73,0.0,208135.7,159762.68,48373.02
580,2024-10-12,453,,Carolyntown,160,Puma Sports Product 160, Puma ,Sports,3,26597.76,35759.6,79793.28,107278.8,-27485.52,0.0,208135.7,159762.68,48373.02
796,2024-10-14,453,Debra Diaz,carolyntown,20,Adidas Electronics Product 20, Adidas ,Electronics,2,29367.76,34534.8,58735.52,69069.6,-10334.08,0.0,91316.88,76763.54,14553.34
580,2024-10-12,453,Debra Diaz,Carolyntown,112,Adidas Toys Product 112,Adidas,Toys,1,4780.13,5325.92,4780.13,5325.92,-545.79,0.0,208135.7,159762.68,48373.02
796,2024-10-14,453,Debra Diaz,nan,2,LG Fashion Product 2,LG,Fashion,3,,7415.76,18028.02,22247.28,-4219.26,0.0,91316.88,76763.54,14553.34
580,2024-10-12,453,Debra Diaz,Carolyntown,9,Philips Books Product 9, Philips ,Boks,3,16346.94,19733.6,49040.82,59200.8,-10159.98,0.0,208135.7,159762.68,48373.02
592,2024-10-09,4,Andrew Andersen,South Mike,165,LG Beauty Product 165,LG,Beuty,3,26148.45,36330.18,78445.35,108990.54,-30545.19,0.0,220422.87,161021.47,59401.4
821,2024-10-11,4,Andrew Andersen,south mike,160,Puma Sports Product 160,Puma,Sports,1,26597.76,35759.6,26597.76,35759.6,-9161.84,0.0,108127.34,85904.5,22222.84
821,2024-10-11,4,Andrew Andersen,SOUTH MIKE,173,Puma Sports Product 173, Puma ,Sports,2,16064.91,19498.7,32129.82,38997.4,-6867.58,0.0,108127.34,85904.5,22222.84
592,2024-10-09,4,Andrew Andersen,south mike,50,LG Books Product 50,LG,Boks,3,7754.88,10690.83,23264.64,32072.49,-8807.85,0.0,220422.87,161021.47,59401.4
821,2024-10-11,4,Andrew Andersen,South Mike,98,Puma Sports Product 98,nan,Sports,3,,8945.29,21612.27,26835.87,-5223.6,0.0,108127.34,85904.5,22222.84
592,2024-10-09,4,Andrew Andersen,SOUTH MIKE,181,Puma Electronics Product 181,Puma,,2,23565.74,,47131.48,61156.44,-14024.96,0.0,220422.87,161021.47,59401.4
592,2024-10-09,4,Andrew Andersen,SOUTH MIKE,42,Samsung Toys Product 42, Samsung ,Toys,2,6090.0,9101.7,12180.0,18203.4,-6023.4,0.0,220422.87,161021.47,59401.4
821,2024-10-11,4,Andrew Andersen,SOUTH MIKE,127,Sony Beauty Product 127,Sony,Beuty,1,5564.65,6534.47,5564.65,6534.47,-969.82,0.0,108127.34,85904.5,22222.84
689,2024-10-10,160,Stephanie Shelton,Bethberg,165,LG Beauty Product 165,LG,Beuty,1,26148.45,36330.18,26148.45,36330.18,-10181.73,0.0,207721.35,159611.1,48110.25
689,2024-10-10,160,Stephanie Shelton,BETHBERG,16,Dell Toys Product 16,Dell,Toys,2,16781.75,,33563.5,36310.58,-2747.08,0.0,207721.35,159611.1,48110.25
689,2024-10-10,160,Stephanie Shelton,Bethberg,135,Sony Electronics Product 135, Sony ,Electronics,3,21045.33,29377.27,63135.99,88131.81,-24995.82,0.0,207721.35,159611.1,48110.25
333,2024-10-11,160,Stephanie Shelton,bethberg,140,Puma Grocery Product 140,Puma,Grocey,3,2810.74,3780.3,8432.22,11340.9,-2908.68,-0.0,53780.12,45422.54,8357.58
689,2024-10-10,160,Stephanie Shelton,Bethberg,19,Sony Beauty Product 19, Sony ,Beuty,1,3497.92,4446.78,3497.92,4446.78,-948.86,0.0,207721.35,159611.1,48110.25
689,2024-10-10,160,Stephanie Shelton,BETHBERG,26,Sony Toys Product 26,nan,,2,16632.62,21251.0,33265.24,42502.0,-9236.76,0.0,207721.35,159611.1,48110.25
543,2024-10-14,160,Stephanie Shelton,BETHBERG,25,Sony Beauty Product 25,Sony,Beuty,3,6889.55,9414.63,20668.65,28243.89,-7575.24,0.0,28243.89,20668.65,7575.24
247,2024-10-02,160,Stephanie Shelton,BETHBERG,163,Samsung Beauty Product 163,Samsung,Beuty,1,17323.06,24082.34,17323.06,24082.34,-6759.28,0.0,24082.34,17323.06,6759.28
333,2024-10-11,160,Stephanie Shelton,BETHBERG,54,Dell Grocery Product 54,Dell,Grocey,2,2639.49,2920.23,5278.98,5840.46,-561.48,0.0,53780.12,45422.54,8357.58
333,2024-10-11,160,Stephanie Shelton,BETHBERG,171,Philips Beauty Product 171,Philips,Beuty,2,15855.67,18299.38,31711.34,36598.76,-4887.42,0.0,53780.12,45422.54,8357.58
840,2024-10-11,256,Garrett Anderson,Jenniferfurt,165,LG Beauty Product 165, LG ,Beuty,3,26148.45,36330.18,78445.35,108990.54,-30545.19,0.0,115177.25,83975.55,31201.7
896,2024-10-08,256,Garrett Anderson,JENNIFERFURT,165,LG Beauty Product 165,LG,Beuty,2,26148.45,36330.18,52296.9,72660.36,-20363.46,0.0,80537.32,59510.97,21026.35
920,2024-10-01,256,Garrett Anderson,jenniferfurt,45,Nike Books Product 45,Nike,Boks,3,6700.34,8815.43,20101.02,26446.29,-6345.27,0.0,119101.58,98268.99,20832.59
98,2024-10-02,256,Garrett Anderson,Jenniferfurt,134,Samsung Home Appliances Product 134,Samsung,Home Appliances,3,1968.18,2510.31,5904.54,7530.93,-1626.39,0.0,7530.93,5904.54,1626.39
27,2024-10-04,256,,jenniferfurt,136,Sony Beauty Product 136, Sony ,Beuty,1,12657.39,13459.06,12657.39,13459.06,-801.67,0.0,248950.74,190756.64,58194.1
896,2024-10-08,256,Garrett Anderson,Jenniferfurt,116,Sony Grocery Product 116,Sony,Grocey,1,7214.07,7876.96,7214.07,7876.96,-662.89,0.0,80537.32,59510.97,21026.35
27,2024-10-04,256,Garrett Anderson,JENNIFERFURT,150,Adidas Fashion Product 150,Adidas,,3,23613.92,34134.72,70841.76,102404.16,-31562.4,0.0,248950.74,190756.64,58194.1
920,2024-10-01,256,Garrett Anderson,Jenniferfurt,32,LG Sports Product 32, LG ,Sports,1,7941.39,10269.57,7941.39,10269.57,-2328.18,0.0,119101.58,98268.99,20832.59
27,2024-10-04,256,Garrett Anderson,JENNIFERFURT,58,Dell Books Product 58,Dell,Boks,3,24384.35,31033.73,73153.05,93101.19,-19948.14,0.0,248950.74,190756.64,58194.1
27,2024-10-04,256,Garrett Anderson,JENNIFERFURT,112,Adidas Toys Product 112,Adidas,Toys,1,4780.13,5325.92,4780.13,5325.92,-545.79,0.0,248950.74,190756.64,58194.1
27,2024-10-04,256,Garrett Anderson,nan,110,Dell Fashion Product 110,nan,Fashion,1,29324.31,34660.41,29324.31,34660.41,-5336.1,0.0,248950.74,190756.64,58194.1
612,2024-10-01,256,Garrett Anderson,JENNIFERFURT,71,LG Grocery Product 71,LG,Grocey,2,,35973.17,48950.52,71946.34,-22995.82,0.0,71946.34,48950.52,22995.82
840,2024-10-11,256,Garrett Anderson,jenniferfurt,186,Apple Home Appliances Product 186,Apple,Home Appliances,1,5530.2,6186.71,5530.2,6186.71,-656.51,0.0,115177.25,83975.55,31201.7
